Title,Year,Engine,Fuel,Transmission,Drive,Mileage,Price,Location
BMW X6,2021,3.0 л (340 л.с.),дизель,АКПП,4WD,21 700 км,11 000 000,Москва
BMW X7,2024,3.0 л (352 л.с.),гибрид,АКПП,4WD,23 000 км,13 450 000,Москва
BMW M5,2021,4.4 л (625 л.с.),бензин,АКПП,4WD,35 000 км,12 500 000,Москва
BMW 7-Series,2003,4.4 л (333 л.с.),бензин,АКПП,задний,136 000 км,745 000,Москва
BMW X5,2009,3.0 л (264 л.с.),бензин,АКПП,4WD,228 639 км,1 879 000,Воронеж
BMW X1,2023,2.0 л (241 л.с.),бензин,робот,4WD,50 680 км,5 200 000,Домодедово
BMW 5-Series,2004,2.5 л (192 л.с.),бензин,АКПП,задний,248 000 км,670 000,Санкт-Петербург
BMW 3-Series,2007,2.5 л (218 л.с.),бензин,АКПП,4WD,105 000 км,1 070 000,Чебоксары
BMW 5-Series,2019,2.0 л (190 л.с.),дизель,АКПП,4WD,133 502 км,3 500 000,Краснодар
BMW 5-Series,2019,2.0 л (190 л.с.),дизель,АКПП,4WD,63 861 км,4 495 000,Ростов-на-Дону
BMW X3,2024,2.0 л (245 л.с.),бензин,АКПП,4WD,30 419 км,6 500 000,Москва
BMW X5,2021,3.0 л (286 л.с.),дизель,АКПП,4WD,38 000 км,9 200 000,Москва
BMW X5,2004,3.0 л (231 л.с.),бензин,АКПП,4WD,420 000 км,1 100 000,Волгоград
BMW X4,2021,2.0 л (184 л.с.),бензин,АКПП,4WD,47 300 км,5 700 000,Москва
BMW X1,2011,2.0 л (245 л.с.),бензин,АКПП,4WD,299 375 км,1 179 000,Санкт-Петербург
BMW X7,2019,3.0 л (249 л.с.),дизель,АКПП,4WD,151 400 км,6 700 000,Тюмень
BMW 6-Series,2005,4.4 л (333 л.с.),бензин,АКПП,задний,238 804 км,999 999,Обнинск
BMW X7,2026,4.4 л (530 л.с.),гибрид,АКПП,4WD,N/A,23 490 000,Москва
BMW X3,2019,2.0 л (249 л.с.),бензин,АКПП,4WD,106 000 км,4 390 000,Санкт-Петербург
BMW 7-Series,2025,3.0 л (286 л.с.),гибрид,АКПП,4WD,4 113 км,15 900 000,Москва
BMW X6,2016,3.0 л (249 л.с.),дизель,АКПП,4WD,146 122 км,3 899 000,Ярославль
BMW 5-Series,2013,2.0 л (184 л.с.),бензин,АКПП,задний,300 909 км,1 800 000,Советский
BMW 2-Series,2018,2.0 л (190 л.с.),дизель,АКПП,4WD,115 708 км,3 100 000,Санкт-Петербург
BMW 5-Series,2013,2.0 л (184 л.с.),бензин,АКПП,задний,213 000 км,660 000,Москва
BMW 5-Series,2002,3.0 л (231 л.с.),бензин,АКПП,задний,399 000 км,2 100 000,Таганрог
BMW 8-Series,1992,5.0 л (300 л.с.),бензин,АКПП,задний,117 000 км,7 500 000,Москва
BMW 5-Series,2021,2.0 л (190 л.с.),дизель,АКПП,4WD,108 625 км,4 950 000,Москва
BMW X1,2016,2.0 л (192 л.с.),бензин,АКПП,4WD,212 500 км,1 950 000,Челябинск
BMW 5-Series,1997,2.8 л (193 л.с.),бензин,АКПП,задний,296 700 км,699 000,Симферополь
BMW 5-Series,2004,2.2 л (170 л.с.),бензин,АКПП,задний,407 000 км,800 000,Орел
BMW X6,2025,3.0 л (375 л.с.),бензин,АКПП,4WD,N/A,15 960 000,Санкт-Петербург
BMW 5-Series,2008,2.5 л (218 л.с.),бензин,АКПП,задний,178 000 км,1 350 000,Зеленокумск
BMW X1,2018,2.0 л (150 л.с.),дизель,АКПП,4WD,101 000 км,2 850 000,Москва
BMW X5,2011,4.4 л (555 л.с.),бензин,АКПП,4WD,180 000 км,3 333 333,Таганрог
BMW 5-Series,2012,2.0 л (184 л.с.),бензин,АКПП,задний,158 565 км,1 750 000,Челябинск
BMW X1,2017,2.0 л (192 л.с.),бензин,АКПП,4WD,75 454 км,2 100 000,Сургут
BMW 5-Series,2020,2.0 л (252 л.с.),бензин,АКПП,4WD,44 000 км,5 450 000,Москва
BMW 6-Series,2019,3.0 л (249 л.с.),дизель,автомат,4WD,256 388 км,3 390 000,Подольск
BMW 7-Series,2007,4.0 л (306 л.с.),бензин,АКПП,задний,325 000 км,1 100 000,Калининград
BMW X3,2012,2.0 л (184 л.с.),дизель,АКПП,4WD,170 000 км,1 090 000,Кемерово
BMW X4,2020,2.0 л (190 л.с.),дизель,АКПП,4WD,37 422 км,5 250 000,Москва
BMW 1-Series,2021,1.5 л (140 л.с.),бензин,робот,передний,49 000 км,1 700 000,Новосибирск
BMW 4-Series,2020,2.0 л (190 л.с.),дизель,АКПП,4WD,95 550 км,4 958 000,Москва
BMW X6,2013,3.0 л (381 л.с.),дизель,АКПП,4WD,195 508 км,2 380 000,Москва
BMW X5,2019,3.0 л (249 л.с.),дизель,АКПП,4WD,113 000 км,6 660 000,Москва
BMW X6,2011,3.0 л (306 л.с.),дизель,АКПП,4WD,247 000 км,1 990 000,Астрахань
BMW 3-Series,2007,2.0 л (150 л.с.),бензин,АКПП,задний,202 000 км,750 000,Воронеж
BMW 5-Series,2011,2.0 л (184 л.с.),дизель,АКПП,задний,313 000 км,1 590 000,Санкт-Петербург
BMW 5-Series,2018,3.0 л (265 л.с.),дизель,АКПП,задний,86 000 км,4 900 000,Барнаул
BMW X1,2022,1.5 л (140 л.с.),бензин,робот,передний,25 000 км,2 050 000,Новосибирск
BMW X6,2012,3.0 л (306 л.с.),бензин,АКПП,4WD,300 км,2 200 000,Омск
BMW 5-Series,2016,2.0 л (190 л.с.),дизель,АКПП,задний,168 000 км,2 150 000,Тула
BMW 3-Series,2018,2.0 л (252 л.с.),бензин,АКПП,4WD,136 297 км,3 000 000,Москва
BMW 5-Series,2019,2.0 л (190 л.с.),дизель,АКПП,4WD,150 630 км,3 280 000,Москва
BMW 5-Series,2019,3.0 л (249 л.с.),дизель,АКПП,4WD,103 245 км,3 700 000,Екатеринбург
BMW M3,2012,4.0 л (420 л.с.),бензин,робот,задний,70 000 км,10 000 000,Москва
BMW X7,2021,3.0 л (340 л.с.),гибрид,АКПП,4WD,80 000 км,9 390 000,Новосибирск
BMW 3-Series,2023,3.0 л (374 л.с.),бензин,АКПП,4WD,16 701 км,7 990 000,Москва
BMW 3-Series,2020,2.0 л (150 л.с.),дизель,АКПП,задний,21 000 км,3 850 000,Нижний Новгород
BMW 6-Series,2008,3.0 л (272 л.с.),бензин,АКПП,задний,304 000 км,2 100 000,Новосибирск
BMW X5,2021,3.0 л (249 л.с.),дизель,АКПП,4WD,56 300 км,9 200 000,Краснодар
BMW 5-Series,2000,2.0 л (150 л.с.),бензин,механика,задний,398 863 км,549 999,Новокузнецк
BMW X5,2009,3.0 л (231 л.с.),бензин,автомат,4WD,196 666 км,1 700 000,Барнаул
BMW 5-Series,1998,2.0 л (150 л.с.),бензин,механика,задний,392 500 км,320 000,Псков
BMW X5,2013,3.0 л (245 л.с.),дизель,АКПП,4WD,195 000 км,2 500 000,Первоуральск
BMW 3-Series,2013,2.0 л (116 л.с.),дизель,механика,задний,194 340 км,1 700 000,Ростов-на-Дону
BMW X5,2017,3.0 л (249 л.с.),дизель,АКПП,4WD,141 100 км,3 700 000,Ростов-на-Дону
BMW 6-Series,2011,3.0 л (320 л.с.),бензин,АКПП,задний,105 000 км,2 999 999,Москва
BMW 5-Series,1995,2.0 л (150 л.с.),бензин,механика,задний,826 352 км,450 000,Челябинск
BMW X5,2013,3.0 л (245 л.с.),дизель,АКПП,4WD,230 000 км,2 300 000,Нижнекамск
BMW 5-Series Gran Turismo,2011,3.0 л (245 л.с.),дизель,АКПП,4WD,299 000 км,1 100 000,Абинск
BMW 5-Series,2019,2.0 л (190 л.с.),дизель,АКПП,задний,109 451 км,4 000 000,Москва
BMW X6,2021,4.4 л (625 л.с.),бензин,АКПП,4WD,72 200 км,11 500 000,Москва
BMW 7-Series,2011,4.4 л (407 л.с.),бензин,АКПП,4WD,253 000 км,1 150 000,Екатеринбург
BMW X3,2025,2.0 л (258 л.с.),бензин,АКПП,4WD,3 393 км,6 990 000,Санкт-Петербург
BMW 3-Series,2020,2.0 л (190 л.с.),дизель,АКПП,4WD,79 552 км,4 090 000,Санкт-Петербург
BMW X5,2009,220 000 км,N/A,N/A,N/A,N/A,1 800 000,Екатеринбург
BMW X5,2008,3.0 л (264 л.с.),бензин,АКПП,4WD,390 000 км,1 300 000,Красково
BMW X6,2012,3.0 л (306 л.с.),бензин,АКПП,4WD,206 000 км,2 250 000,Бийск
BMW X5,2002,4.6 л (347 л.с.),бензин,АКПП,4WD,284 000 км,1 299 999,Краснотурьинск
BMW 3-Series,2004,1.8 л (116 л.с.),бензин,механика,задний,194 000 км,600 000,Тольятти
BMW X5,2016,3.0 л (249 л.с.),дизель,АКПП,4WD,229 570 км,4 050 000,Симферополь
BMW X5,2008,4.8 л (355 л.с.),бензин,АКПП,4WD,21 км,1 930 000,Кызыл
BMW 5-Series,2016,2.0 л (190 л.с.),дизель,АКПП,задний,260 000 км,1 850 000,Москва
BMW 3-Series,2016,1.5 л (136 л.с.),бензин,АКПП,задний,52 000 км,1 620 000,Владивосток
BMW X1,2012,2.0 л (177 л.с.),дизель,АКПП,4WD,268 000 км,1 300 000,Никольское
BMW 3-Series,2017,1.5 л (136 л.с.),бензин,АКПП,задний,36 600 км,1 770 000,Владивосток
BMW 3-Series,2014,1.6 л (136 л.с.),бензин,АКПП,задний,260 000 км,1 400 000,Голицыно
BMW 5-Series,2015,3.0 л (258 л.с.),дизель,АКПП,4WD,164 169 км,2 599 000,Санкт-Петербург
BMW X3,2012,2.0 л (184 л.с.),дизель,АКПП,4WD,237 000 км,1 820 000,Казань
BMW 5-Series,2020,2.0 л (184 л.с.),бензин,АКПП,задний,105 000 км,3 750 000,Каспийск
BMW 2-Series,2021,1.5 л (140 л.с.),бензин,робот,передний,35 000 км,2 500 000,Тюмень
BMW X5,2016,3.0 л (313 л.с.),дизель,АКПП,4WD,165 000 км,3 900 000,Сургут
BMW X5,2021,3.0 л (249 л.с.),дизель,АКПП,4WD,47 000 км,8 500 000,Красноярск
BMW X5,2000,3.0 л (231 л.с.),бензин,АКПП,4WD,400 000 км,1 500 000,Барнаул
BMW X3,2025,2.0 л (197 л.с.),гибрид,АКПП,4WD,6 543 км,9 350 000,Москва
BMW X3,2025,2.0 л (190 л.с.),гибрид,АКПП,4WD,7 414 км,8 350 000,Москва
BMW X6,2013,3.0 л (245 л.с.),дизель,АКПП,4WD,340 000 км,2 299 000,Сургут
BMW X5,2007,3.0 л (264 л.с.),бензин,АКПП,4WD,384 000 км,1 100 000,Краснодар
BMW X5,2001,3.0 л (231 л.с.),бензин,АКПП,4WD,231 000 км,600 000,Чебаркуль
BMW 1-Series,2012,1.6 л (136 л.с.),бензин,АКПП,задний,78 000 км,1 450 000,Минусинск
BMW 1-Series,2006,2.0 л (129 л.с.),бензин,АКПП,задний,250 000 км,485 000,Екатеринбург
BMW X6,2015,3.0 л (249 л.с.),дизель,АКПП,4WD,178 000 км,3 200 000,Новосибирск
BMW 1-Series,2012,1.6 л (136 л.с.),бензин,АКПП,задний,163 000 км,1 095 000,Яблоновский
BMW 3-Series,2019,2.0 л (258 л.с.),бензин,АКПП,задний,168 000 км,2 770 000,Воронеж
BMW 5-Series,1999,2.0 л (150 л.с.),бензин,АКПП,задний,417 900 км,500 000,Москва
BMW 5-Series,1991,2.5 л (192 л.с.),бензин,механика,задний,366 500 км,610 000,Москва
BMW X5,2013,3.0 л (249 л.с.),дизель,АКПП,4WD,139 000 км,3 850 000,Махачкала
BMW 5-Series,2016,2.0 л (190 л.с.),дизель,АКПП,задний,171 000 км,2 550 000,Москва
BMW 1-Series,2013,1.6 л (136 л.с.),бензин,АКПП,задний,153 000 км,1 200 000,Пенза
BMW X3,2025,2.0 л (258 л.с.),бензин,АКПП,4WD,N/A,7 570 000,Санкт-Петербург
BMW X7,2022,3.0 л (340 л.с.),гибрид,АКПП,4WD,37 000 км,10 700 000,Владивосток
BMW X5,2022,3.0 л (340 л.с.),дизель,АКПП,4WD,84 900 км,9 500 000,Москва
BMW 3-Series,2002,2.0 л (143 л.с.),бензин,механика,задний,340 000 км,150 000,Северобайкальск
BMW X3,2008,2.5 л (218 л.с.),бензин,АКПП,4WD,346 000 км,1 283 000,Красноярск
BMW 5-Series,1997,2.8 л (193 л.с.),бензин,АКПП,задний,276 868 км,545 000,Йошкар-Ола
BMW X3,2008,3.0 л (272 л.с.),бензин,АКПП,4WD,100 000 км,1 350 000,Онохой
BMW 3-Series,2012,2.0 л (184 л.с.),бензин,АКПП,задний,145 446 км,1 749 000,Уфа
BMW X4,2019,3.0 л (249 л.с.),дизель,АКПП,4WD,121 470 км,4 700 000,Москва
BMW X5,2013,3.0 л (245 л.с.),дизель,АКПП,4WD,195 000 км,2 500 000,Первоуральск
BMW 5-Series,2019,2.0 л (190 л.с.),дизель,АКПП,4WD,300 495 км,2 259 000,Москва
BMW 2-Series,2021,1.5 л (140 л.с.),бензин,робот,передний,83 000 км,2 769 000,Москва
BMW 5-Series,2008,3.0 л (272 л.с.),бензин,АКПП,4WD,181 000 км,2 000 000,Новосибирск
BMW X6,2010,3.0 л (306 л.с.),бензин,АКПП,4WD,200 000 км,300 000,Пермь
BMW 3-Series,2013,1.6 л (136 л.с.),бензин,АКПП,задний,275 628 км,1 364 900,Самара
BMW 3-Series,2008,2.0 л (177 л.с.),дизель,механика,задний,313 362 км,1 250 000,Челябинск
BMW X6,2009,3.0 л (306 л.с.),бензин,АКПП,4WD,360 000 км,1 690 000,Новосибирск
BMW 1-Series,2007,1.6 л (116 л.с.),бензин,механика,задний,326 000 км,599 000,Старый Оскол
BMW X5,2017,3.0 л (249 л.с.),дизель,АКПП,4WD,150 152 км,4 689 600,Казань
BMW 6-Series,2012,3.0 л (313 л.с.),дизель,АКПП,задний,91 063 км,3 350 000,Чебоксары
BMW 5-Series,2021,2.0 л (249 л.с.),бензин,АКПП,4WD,37 000 км,5 950 000,Новосибирск
BMW X1,2012,2.0 л (184 л.с.),бензин,АКПП,4WD,123 969 км,1 448 000,Волгоград
BMW X5,2004,3.0 л (231 л.с.),бензин,АКПП,4WD,268 407 км,1 599 000,Тверь
BMW 3-Series,2021,2.0 л (156 л.с.),бензин,АКПП,задний,52 800 км,3 205 000,Китай→Тюмень
BMW X6,2025,3.0 л (375 л.с.),бензин,АКПП,4WD,43 км,15 960 000,Санкт-Петербург
BMW 2-Series,2020,1.5 л (140 л.с.),бензин,робот,передний,52 990 км,2 779 000,Санкт-Петербург
BMW 5-Series,2000,2.0 л (150 л.с.),бензин,механика,задний,270 000 км,700 000,Москва
BMW 5-Series,2004,2.2 л (170 л.с.),бензин,механика,задний,400 000 км,1 200 000,Новосибирск
BMW 5-Series,2020,2.0 л (190 л.с.),дизель,АКПП,задний,69 000 км,3 590 000,Владивосток
BMW X5,2004,3.0 л (231 л.с.),бензин,АКПП,4WD,293 000 км,900 000,Краснодар
BMW 7-Series,2012,4.4 л (449 л.с.),бензин,АКПП,4WD,132 000 км,2 100 000,Иркутск
BMW X5,2017,3.0 л (381 л.с.),дизель,АКПП,4WD,98 500 км,5 250 000,Барнаул
BMW 5-Series,2004,2.5 л (192 л.с.),бензин,АКПП,задний,155 741 км,670 000,Хабаровск
BMW 1-Series,2018,1.5 л (136 л.с.),бензин,АКПП,задний,91 000 км,1 390 000,Новосибирск
BMW X5,2005,4.4 л (320 л.с.),бензин,АКПП,4WD,195 000 км,1 025 000,Новосибирск
BMW X5,2005,3.0 л (231 л.с.),бензин,АКПП,4WD,223 000 км,1 150 000,Новосибирск
BMW 3-Series,2019,2.0 л (190 л.с.),дизель,АКПП,4WD,105 300 км,3 299 999,Красноярск
BMW X6,2021,4.4 л (600 л.с.),бензин,АКПП,4WD,65 000 км,10 150 000,Санкт-Петербург
BMW X1,2023,2.0 л (204 л.с.),бензин,робот,4WD,19 000 км,5 350 000,Хабаровск
BMW X5,2001,3.0 л (231 л.с.),бензин,АКПП,4WD,N/A,580 000,Екатеринбург
BMW X5,2019,3.0 л (265 л.с.),дизель,АКПП,4WD,149 000 км,5 700 000,Санкт-Петербург
BMW 2-Series,2019,1.5 л (140 л.с.),бензин,робот,передний,125 425 км,2 110 000,Владивосток
BMW 5-Series,2019,3.0 л (249 л.с.),дизель,АКПП,4WD,39 000 км,5 500 000,Омск
BMW 5-Series,2020,2.0 л (252 л.с.),бензин,АКПП,задний,56 000 км,4 900 000,Владивосток
BMW 5-Series,2013,3.0 л (258 л.с.),дизель,АКПП,4WD,212 000 км,1 890 000,Красноярск
BMW 5-Series,1990,2.5 л (192 л.с.),бензин,механика,задний,450 000 км,350 000,Саянск
BMW X5,2021,3.0 л (400 л.с.),дизель,АКПП,4WD,64 845 км,9 400 000,Москва
BMW 5-Series,2014,2.0 л (184 л.с.),бензин,АКПП,задний,207 432 км,1 660 000,Москва
BMW X6,2020,3.0 л (400 л.с.),дизель,АКПП,4WD,82 409 км,8 900 000,Москва
BMW X7,2020,3.0 л (340 л.с.),гибрид,АКПП,4WD,198 000 км,6 200 000,Сочи
BMW 1-Series,2012,1.6 л (170 л.с.),бензин,АКПП,задний,210 000 км,1 185 000,Екатеринбург
BMW X5,2015,3.0 л (306 л.с.),бензин,АКПП,4WD,137 500 км,3 000 000,Новосибирск
BMW X1,2023,1.5 л (156 л.с.),бензин,робот,передний,23 000 км,3 100 000,Китай→Владивосток
BMW X3,2021,2.0 л (190 л.с.),дизель,АКПП,4WD,54 500 км,4 900 000,Москва
BMW 1-Series,2018,1.5 л (136 л.с.),бензин,АКПП,задний,98 000 км,2 290 000,Краснодар
BMW 5-Series,1998,2.8 л (193 л.с.),бензин,механика,задний,500 000 км,750 000,Чита
BMW 5-Series,2012,3.0 л (258 л.с.),дизель,АКПП,4WD,273 000 км,1 650 000,Санкт-Петербург
BMW 1-Series,2011,1.6 л (116 л.с.),бензин,АКПП,задний,258 000 км,780 000,Новосибирск
BMW X1,2012,2.0 л (184 л.с.),бензин,АКПП,4WD,237 516 км,1 134 000,Тюмень
BMW X1,2017,2.0 л (192 л.с.),бензин,автомат,4WD,89 000 км,2 510 000,Владивосток
BMW 5-Series,2012,2.0 л (184 л.с.),бензин,АКПП,задний,179 000 км,1 550 000,Ростов-на-Дону
BMW 1-Series,2021,2.0 л (306 л.с.),бензин,АКПП,4WD,23 000 км,3 450 000,Владивосток
BMW X5,2016,3.0 л (249 л.с.),дизель,АКПП,4WD,140 047 км,3 700 000,Иркутск
BMW 5-Series,2019,2.0 л (190 л.с.),дизель,АКПП,4WD,169 700 км,2 790 000,Москва
BMW X1,2017,1.5 л (136 л.с.),бензин,АКПП,передний,53 300 км,2 000 000,Чита
BMW X7,2025,3.0 л (340 л.с.),дизель,автомат,4WD,N/A,17 890 000,Симферополь
BMW 5-Series,2020,3.0 л (340 л.с.),бензин,АКПП,4WD,50 000 км,7 000 000,Владивосток
BMW X3,2024,2.0 л (184 л.с.),бензин,АКПП,4WD,N/A,6 519 000,Симферополь
BMW X7,2025,3.0 л (340 л.с.),дизель,автомат,4WD,N/A,17 890 000,Симферополь
BMW X6,2015,3.0 л (249 л.с.),дизель,АКПП,4WD,180 000 км,3 250 000,Тольятти
BMW 5-Series,2013,2.0 л (245 л.с.),бензин,АКПП,4WD,102 500 км,2 460 000,Новосибирск
BMW 3-Series,2002,2.0 л (143 л.с.),бензин,АКПП,задний,110 000 км,700 000,Новосибирск
BMW 3-Series,2006,2.0 л (150 л.с.),бензин,АКПП,задний,140 000 км,310 000,Владивосток
BMW 5-Series,1999,2.5 л (170 л.с.),бензин,АКПП,задний,334 500 км,750 000,Калининград
BMW X5,2021,3.0 л (340 л.с.),бензин,АКПП,4WD,130 000 км,6 700 000,Самара
BMW 5-Series,2018,2.0 л (190 л.с.),дизель,АКПП,задний,249 854 км,2 500 000,Севастополь
BMW X6,2016,3.0 л (306 л.с.),бензин,АКПП,4WD,113 000 км,3 200 000,Благовещенск
BMW 5-Series,2021,2.0 л (190 л.с.),дизель,АКПП,4WD,138 000 км,5 000 000,Екатеринбург
BMW X4,2016,2.0 л (184 л.с.),бензин,АКПП,4WD,143 000 км,2 650 000,Санкт-Петербург
BMW X3,2018,2.0 л (190 л.с.),дизель,АКПП,4WD,91 000 км,3 950 000,Владивосток
BMW 5-Series,2013,3.0 л (258 л.с.),дизель,АКПП,4WD,209 000 км,2 499 000,Тюмень
BMW 5-Series,2013,2.0 л (184 л.с.),бензин,АКПП,задний,215 535 км,1 817 000,Красноярск
BMW X2,2018,1.5 л (140 л.с.),бензин,робот,передний,18 900 км,2 097 000,Красноярск
BMW 5-Series,2021,2.0 л (184 л.с.),гибрид,АКПП,задний,77 000 км,4 897 000,Красноярск
BMW 1-Series,2004,2.0 л (150 л.с.),бензин,АКПП,задний,250 000 км,750 000,Краснодар
BMW 4-Series,2021,3.0 л (374 л.с.),гибрид,АКПП,4WD,25 915 км,7 980 000,Москва
BMW X6,2024,4.4 л (530 л.с.),бензин,АКПП,4WD,N/A,21 990 000,Магнитогорск
BMW 5-Series,2010,3.0 л (245 л.с.),дизель,АКПП,задний,174 310 км,2 250 000,Москва
BMW 5-Series Gran Turismo,2012,3.0 л (306 л.с.),бензин,АКПП,4WD,143 000 км,1 850 000,Сочи
BMW 5-Series,2010,3.0 л (258 л.с.),бензин,АКПП,задний,177 000 км,1 800 000,Тюмень
BMW 5-Series,2012,2.0 л (184 л.с.),бензин,АКПП,задний,234 000 км,1 499 000,Красноярск
BMW X5,2014,3.0 л (306 л.с.),бензин,АКПП,4WD,250 050 км,2 450 000,Омск
BMW 3-Series,1984,2.0 л (125 л.с.),бензин,механика,задний,304 414 км,120 000,Сочи
BMW X5,2025,3.0 л (298 л.с.),дизель,АКПП,4WD,10 км,15 090 000,Москва
BMW 5-Series,2005,3.0 л (231 л.с.),бензин,АКПП,задний,250 000 км,739 990,Новосибирск
BMW X5,2025,3.0 л (298 л.с.),дизель,АКПП,4WD,10 км,15 090 000,Москва
BMW 5-Series,2009,2.5 л (218 л.с.),бензин,АКПП,задний,483 188 км,1 289 000,Волгоград
BMW 5-Series,2017,2.0 л (190 л.с.),дизель,АКПП,4WD,75 300 км,3 345 000,Красноярск
BMW X3,2004,2.5 л (192 л.с.),бензин,АКПП,4WD,255 000 км,780 000,Томск
BMW X6,2018,3.0 л (313 л.с.),дизель,АКПП,4WD,133 122 км,5 290 000,Новосибирск
BMW X6,2015,3.0 л (249 л.с.),дизель,АКПП,4WD,99 250 км,3 990 000,Ростов-на-Дону
BMW 5-Series,2013,2.0 л (245 л.с.),бензин,АКПП,4WD,134 000 км,2 100 000,Химки
BMW X6,2011,3.0 л (306 л.с.),бензин,АКПП,4WD,195 000 км,1 750 000,Хабаровск
BMW 5-Series,2020,2.0 л (252 л.с.),бензин,АКПП,задний,130 000 км,3 750 000,Краснодар
BMW 1-Series,2012,1.6 л (170 л.с.),бензин,механика,задний,194 000 км,1 400 000,Уфа
BMW X6,2015,3.0 л (249 л.с.),дизель,АКПП,4WD,138 000 км,3 499 000,Кемерово
BMW X5,2009,3.0 л (286 л.с.),дизель,АКПП,4WD,311 000 км,1 900 000,Подольск
BMW XM,2023,4.4 л (489 л.с.),гибрид,АКПП,4WD,35 000 км,16 000 000,Иркутск
BMW 3-Series,2009,2.0 л (156 л.с.),бензин,АКПП,задний,86 000 км,1 249 000,Иркутск
BMW 1-Series,2017,1.5 л (136 л.с.),бензин,АКПП,задний,83 882 км,1 962 000,Ставрополь
BMW X6,2016,3.0 л (313 л.с.),дизель,АКПП,4WD,130 530 км,3 849 000,Ставрополь
BMW M5,2022,4.4 л (625 л.с.),бензин,АКПП,4WD,22 000 км,15 000 000,Барнаул
BMW 5-Series,2014,2.0 л (245 л.с.),бензин,АКПП,4WD,260 000 км,2 250 000,Бийск
BMW X6,2009,3.0 л (306 л.с.),бензин,АКПП,4WD,225 000 км,1 350 000,Ногинск
BMW X5,2011,3.0 л (306 л.с.),дизель,АКПП,4WD,249 000 км,1 999 000,Санкт-Петербург
BMW 5-Series,2010,2.5 л (204 л.с.),бензин,АКПП,задний,254 000 км,1 450 000,Новосибирск
BMW X5,2020,3.0 л (265 л.с.),дизель,АКПП,4WD,105 039 км,6 299 000,Калининград
BMW 3-Series,2011,2.0 л (156 л.с.),бензин,АКПП,задний,231 790 км,1 200 000,Москва
BMW 3-Series,2000,2.0 л (150 л.с.),бензин,механика,задний,400 000 км,390 000,Москва
BMW 1-Series,2010,1.6 л (116 л.с.),бензин,АКПП,задний,176 000 км,750 000,Апшеронск
BMW 5-Series,2011,3.0 л (258 л.с.),бензин,АКПП,задний,308 000 км,1 650 000,Иркутск
BMW 7-Series,2015,4.4 л (450 л.с.),бензин,АКПП,4WD,164 054 км,3 980 000,Краснодар
BMW 3-Series,2019,2.0 л (190 л.с.),дизель,АКПП,задний,46 878 км,4 280 000,Краснодар
BMW X5,2019,3.0 л (249 л.с.),дизель,АКПП,4WD,144 835 км,5 444 000,Краснодар
BMW 3-Series,2012,2.0 л (245 л.с.),бензин,АКПП,задний,195 320 км,1 765 000,Краснодар
BMW 5-Series,2002,2.2 л (170 л.с.),бензин,АКПП,задний,254 000 км,770 000,Тюмень
BMW 1-Series,2011,2.0 л (136 л.с.),бензин,АКПП,задний,186 000 км,1 200 000,Самара
BMW X5,2008,3.0 л (286 л.с.),дизель,АКПП,4WD,225 000 км,1 599 999,Москва
BMW M4,2021,3.0 л (510 л.с.),бензин,АКПП,4WD,37 350 км,9 500 000,Симферополь
BMW 5-Series,2024,2.0 л (258 л.с.),бензин,АКПП,4WD,15 900 км,8 200 000,Симферополь
BMW X5,2020,3.0 л (286 л.с.),дизель,АКПП,4WD,64 000 км,8 100 000,Симферополь
