Title,Year,Engine,Fuel,Transmission,Drive,Mileage,Price,Location
BMW 5-Series,2023,2.0 л (197 л.с.),дизель,АКПП,4WD,9 795 км,8 000 000,Казань
BMW 5-Series Gran Turismo,2012,3.0 л (258 л.с.),дизель,автомат,4WD,267 000 км,1 800 000,Тюмень
BMW X3,2010,3.0 л (272 л.с.),бензин,АКПП,4WD,220 000 км,1 200 000,Симферополь
BMW 1-Series,2013,1.6 л (170 л.с.),бензин,АКПП,задний,59 000 км,1 500 000,Иркутск
BMW X1,2017,1.5 л (136 л.с.),бензин,АКПП,передний,29 680 км,2 000 000,Хабаровск
BMW 7-Series,2009,3.0 л (245 л.с.),дизель,АКПП,задний,255 000 км,1 520 000,Сочи
BMW 5-Series,2009,3.0 л (218 л.с.),бензин,АКПП,4WD,305 000 км,1 100 000,Краснодар
BMW 3-Series,2019,2.0 л (190 л.с.),дизель,АКПП,4WD,97 000 км,3 600 000,Владивосток
BMW 2-Series,2021,2.0 л (306 л.с.),бензин,АКПП,4WD,22 000 км,5 120 000,Владивосток
BMW X3,2019,2.0 л (190 л.с.),дизель,автомат,4WD,77 359 км,3 850 000,Калуга
BMW X6,2011,4.4 л (407 л.с.),бензин,АКПП,4WD,83 000 км,1 900 000,Рязань
BMW X5,2018,3.0 л (313 л.с.),дизель,АКПП,4WD,186 822 км,4 260 000,Москва
BMW 3-Series,2008,2.0 л (136 л.с.),бензин,АКПП,задний,360 000 км,850 000,Нижний Тагил
BMW 3-Series,2009,2.0 л (156 л.с.),бензин,АКПП,задний,240 000 км,700 000,Томск
BMW X5,2011,3.0 л (245 л.с.),дизель,АКПП,4WD,160 000 км,2 360 000,Иркутск
BMW X5,2013,3.0 л (306 л.с.),бензин,АКПП,4WD,140 000 км,1 769 777,Нижний Новгород
BMW 5-Series,2025,2.0 л (258 л.с.),бензин,АКПП,4WD,N/A,7 990 000,Екатеринбург
BMW X3,2008,2.5 л (218 л.с.),бензин,АКПП,4WD,216 000 км,1 150 000,Кемерово
BMW X5,2004,3.0 л (218 л.с.),дизель,АКПП,4WD,167 101 км,1 600 000,Новосибирск
BMW X5,2026,3.0 л (381 л.с.),гибрид,АКПП,4WD,N/A,17 590 000,Москва
BMW X3,2006,3.0 л (231 л.с.),бензин,АКПП,4WD,314 000 км,1 000 000,Уфа
BMW X5,2012,3.0 л (306 л.с.),бензин,АКПП,4WD,148 790 км,2 400 000,Нижневартовск
BMW 5-Series,2013,2.0 л (184 л.с.),дизель,АКПП,задний,285 000 км,1 700 000,Набережные Челны
BMW X6,2008,4.4 л (408 л.с.),бензин,АКПП,4WD,205 000 км,1 500 000,Пермь
BMW X6,2024,4.4 л (625 л.с.),гибрид,АКПП,4WD,N/A,23 300 000,Москва
BMW 6-Series Gran Turismo,2018,3.0 л (340 л.с.),бензин,АКПП,4WD,152 871 км,3 880 000,Калининград
BMW X6,2019,3.0 л (249 л.с.),дизель,АКПП,4WD,50 055 км,5 200 000,Ярославль
BMW 5-Series,2002,2.5 л (163 л.с.),дизель,АКПП,задний,430 000 км,680 000,Целинное
BMW 3-Series,2020,3.0 л (387 л.с.),бензин,АКПП,4WD,126 613 км,5 000 000,Москва
BMW 7-Series,2005,6.0 л (445 л.с.),бензин,АКПП,задний,215 600 км,950 000,Новочеркасск
BMW X7,2025,3.0 л (352 л.с.),гибрид,АКПП,4WD,94 км,17 250 000,Санкт-Петербург
BMW X5,2005,3.0 л (218 л.с.),дизель,АКПП,4WD,375 000 км,1 550 000,Томск
BMW 3-Series,2011,3.0 л (233 л.с.),бензин,АКПП,4WD,176 100 км,1 250 000,Москва
BMW 5-Series,2017,2.0 л (252 л.с.),бензин,АКПП,задний,70 000 км,2 899 000,Владивосток
BMW X6,2016,3.0 л (306 л.с.),бензин,АКПП,4WD,157 000 км,3 100 000,Владивосток
BMW X3,2016,3.0 л (249 л.с.),дизель,АКПП,4WD,205 000 км,2 950 000,Санкт-Петербург
BMW 6-Series,2013,3.0 л (320 л.с.),бензин,АКПП,4WD,205 000 км,3 200 000,Магнитогорск
BMW 5-Series,2020,2.0 л (252 л.с.),бензин,АКПП,задний,130 000 км,4 590 000,Красноярск
BMW X3,2025,2.0 л (258 л.с.),бензин,АКПП,4WD,N/A,8 000 000,Москва
BMW X4,2015,2.0 л (184 л.с.),бензин,АКПП,4WD,110 000 км,2 950 000,Иркутск
BMW 1-Series,2011,1.6 л (116 л.с.),бензин,АКПП,задний,131 000 км,999 000,Томск
BMW X3,2011,2.0 л (184 л.с.),дизель,АКПП,4WD,170 000 км,1 850 000,Анапа
BMW X6,2008,3.0 л (306 л.с.),бензин,АКПП,4WD,206 000 км,1 600 000,Кострома
BMW X5,2000,3.0 л (231 л.с.),бензин,АКПП,4WD,248 172 км,925 000,Пермь
BMW X7,2021,3.0 л (340 л.с.),гибрид,АКПП,4WD,61 713 км,9 800 000,Челябинск
BMW 5-Series,2006,2.5 л (218 л.с.),бензин,АКПП,4WD,216 000 км,1 000 000,Хасавюрт
BMW X1,2020,2.0 л (150 л.с.),дизель,АКПП,4WD,44 532 км,3 350 000,Санкт-Петербург
BMW 5-Series,2021,3.0 л (286 л.с.),дизель,АКПП,задний,112 253 км,4 300 000,Москва
BMW 5-Series,2018,3.0 л (249 л.с.),дизель,АКПП,4WD,105 400 км,3 960 000,Ставрополь
BMW X6,2015,3.0 л (306 л.с.),бензин,АКПП,4WD,270 000 км,2 600 000,Тюмень
BMW X4,2022,3.0 л (387 л.с.),бензин,АКПП,4WD,32 500 км,7 700 000,Бердск
BMW 3-Series,2012,2.0 л (156 л.с.),бензин,АКПП,задний,140 000 км,1 290 000,Новосибирск
BMW 5-Series,2019,3.0 л (249 л.с.),дизель,АКПП,4WD,98 000 км,4 950 000,Иркутск
BMW 5-Series,1987,2.0 л (129 л.с.),бензин,механика,задний,300 000 км,300 000,Тобольск
BMW 5-Series,2021,2.0 л (195 л.с.),дизель,АКПП,4WD,54 987 км,5 300 000,Набережные Челны
BMW X6,2012,3.0 л (306 л.с.),бензин,АКПП,4WD,188 947 км,1 799 000,Волгоград
BMW X5,2024,3.0 л (381 л.с.),бензин,АКПП,4WD,9 505 км,11 799 000,Москва
BMW 5-Series,2007,2.5 л (218 л.с.),бензин,АКПП,задний,270 000 км,999 999,Новомихайловский
BMW X5,2008,3.0 л (272 л.с.),бензин,АКПП,4WD,254 000 км,1 350 000,Нальчик
BMW 5-Series,2019,3.0 л (249 л.с.),дизель,АКПП,4WD,143 000 км,3 800 000,Москва
BMW 3-Series,2014,1.6 л (136 л.с.),бензин,АКПП,задний,147 559 км,1 325 150,Москва
BMW X6,2013,4.4 л (555 л.с.),бензин,АКПП,4WD,210 000 км,1 800 000,Тюмень
BMW 5-Series,2018,3.0 л (249 л.с.),дизель,АКПП,4WD,130 000 км,4 350 000,Симферополь
BMW 5-Series,2011,3.0 л (258 л.с.),дизель,АКПП,4WD,285 428 км,1 650 000,Челябинск
BMW X5,2007,3.0 л (272 л.с.),бензин,АКПП,4WD,289 000 км,1 680 000,Иркутск
BMW 5-Series,2016,2.0 л (190 л.с.),дизель,АКПП,задний,180 000 км,2 360 000,Калининград
BMW 3-Series,2000,2.0 л (150 л.с.),бензин,АКПП,задний,366 000 км,950 000,Старый Оскол
BMW X3,2004,2.5 л (192 л.с.),бензин,АКПП,4WD,305 000 км,850 000,Калининград
BMW 5-Series,2017,4.4 л (462 л.с.),бензин,АКПП,4WD,300 000 км,4 800 000,Иркутск
BMW 3-Series,2011,2.5 л (218 л.с.),бензин,АКПП,4WD,193 500 км,1 200 000,Москва
BMW 7-Series,2025,3.0 л (286 л.с.),гибрид,АКПП,4WD,N/A,22 200 000,Москва
BMW 3-Series,2015,2.0 л (184 л.с.),бензин,АКПП,4WD,220 000 км,1 800 000,Южноуральск
BMW X3,2025,2.0 л (190 л.с.),бензин,АКПП,4WD,N/A,7 390 000,Самара
BMW X1,2019,2.0 л (150 л.с.),дизель,АКПП,4WD,96 445 км,2 799 444,Москва
BMW X3,2021,2.0 л (249 л.с.),бензин,АКПП,4WD,131 000 км,3 750 000,Сосновый Бор
BMW 3-Series,1999,2.0 л (150 л.с.),бензин,механика,задний,545 000 км,705 000,Первоуральск
BMW 5-Series,2012,2.0 л (184 л.с.),дизель,АКПП,задний,256 000 км,2 050 000,Екатеринбург
BMW 3-Series,2014,1.6 л (136 л.с.),бензин,АКПП,задний,138 000 км,1 440 000,Красноярск
BMW 3-Series,1988,1.8 л (90 л.с.),бензин,механика,задний,100 000 км,700 000,Пермь
BMW 5-Series,2021,2.0 л (252 л.с.),бензин,АКПП,задний,102 000 км,4 350 000,Тюмень
BMW X5,2021,3.0 л (286 л.с.),дизель,АКПП,4WD,109 000 км,7 990 000,Чебоксары
BMW 5-Series,2018,2.0 л (190 л.с.),дизель,АКПП,задний,92 703 км,2 800 000,Краснодар
BMW 4-Series,2018,2.0 л (252 л.с.),бензин,АКПП,задний,36 883 км,3 050 000,Москва
BMW X3,2019,3.0 л (249 л.с.),дизель,АКПП,4WD,90 000 км,4 500 000,Сочи
BMW 1-Series,2011,1.6 л (116 л.с.),бензин,АКПП,задний,116 000 км,1 180 000,Краснодар
BMW 7-Series,2000,2.9 л (193 л.с.),дизель,автомат,задний,468 000 км,1 100 000,Симферополь
BMW X5,2018,3.0 л (400 л.с.),дизель,АКПП,4WD,105 943 км,9 000 000,Владивосток
BMW X5,2007,3.0 л (272 л.с.),бензин,АКПП,4WD,287 000 км,1 590 000,Березники
BMW X1,2014,2.0 л (184 л.с.),бензин,АКПП,4WD,126 000 км,1 900 000,Нижневартовск
BMW X6,2009,3.0 л (286 л.с.),дизель,автомат,4WD,326 011 км,1 465 000,Брянск
BMW 5-Series,2014,2.0 л (184 л.с.),бензин,АКПП,задний,240 271 км,1 499 000,Балашиха
BMW 3-Series,2012,2.0 л (245 л.с.),бензин,АКПП,задний,250 000 км,1 750 000,Белово
BMW 8-Series,2021,3.0 л (320 л.с.),дизель,АКПП,4WD,23 500 км,10 000 000,Москва
BMW X3,2018,2.0 л (190 л.с.),дизель,АКПП,4WD,180 000 км,3 500 000,Тюмень
BMW 3-Series,2018,2.0 л (184 л.с.),бензин,АКПП,задний,90 000 км,2 300 000,Владивосток
BMW X5,2000,4.4 л (286 л.с.),бензин,АКПП,4WD,435 000 км,950 000,Махачкала
BMW 3-Series,2012,2.0 л (184 л.с.),дизель,АКПП,задний,175 327 км,1 699 000,Орел
BMW 1-Series,2007,2.0 л (156 л.с.),бензин,АКПП,задний,200 000 км,900 000,Красноярск
BMW 3-Series,2011,2.0 л (136 л.с.),бензин,АКПП,задний,220 000 км,1 199 999,Москва
BMW X1,2024,2.0 л (204 л.с.),бензин,робот,передний,45 км,6 000 000,Пермь
BMW 7-Series,2017,2.0 л (258 л.с.),бензин,АКПП,задний,146 647 км,2 950 000,Москва
BMW 3-Series,2018,2.0 л (184 л.с.),бензин,АКПП,4WD,96 000 км,3 020 000,Краснодар
BMW 5-Series,2004,2.5 л (192 л.с.),бензин,АКПП,задний,285 630 км,840 000,Ульяновск
BMW 1-Series,2014,1.6 л (136 л.с.),бензин,АКПП,задний,60 000 км,1 360 000,Улан-Удэ
BMW 5-Series,1993,2.0 л (150 л.с.),бензин,АКПП,задний,563 000 км,40 000,Гвардейск
BMW X3,2021,2.0 л (190 л.с.),дизель,АКПП,4WD,31 900 км,5 750 000,Уфа
BMW 5-Series,2006,2.5 л (218 л.с.),бензин,АКПП,задний,436 174 км,1 550 000,Челябинск
BMW 5-Series,2016,2.0 л (184 л.с.),бензин,АКПП,задний,168 900 км,1 950 000,Кемерово
BMW 5-Series,2018,2.0 л (190 л.с.),дизель,АКПП,задний,262 000 км,2 560 000,Тула
BMW X5,2010,3.0 л (306 л.с.),бензин,АКПП,4WD,200 000 км,1 950 000,Омск
BMW 3-Series,2019,2.0 л (150 л.с.),дизель,автомат,задний,195 000 км,2 650 000,Челябинск
BMW X1,2015,1.5 л (136 л.с.),бензин,АКПП,передний,67 000 км,2 050 000,Новосибирск
BMW X5,2019,3.0 л (249 л.с.),дизель,АКПП,4WD,116 500 км,5 750 000,Симферополь
BMW 5-Series,2017,2.0 л (190 л.с.),дизель,АКПП,4WD,160 000 км,2 850 000,Екатеринбург
BMW X6,2013,3.0 л (245 л.с.),дизель,АКПП,4WD,190 000 км,2 500 000,Барнаул
BMW 5-Series,1991,2.0 л (150 л.с.),бензин,механика,задний,195 000 км,790 000,Нальчик
BMW 5-Series,1996,2.5 л (143 л.с.),дизель,механика,задний,500 000 км,270 000,Санкт-Петербург
BMW X5,2019,3.0 л (249 л.с.),дизель,АКПП,4WD,145 000 км,5 900 000,Краснодар
BMW X7,2025,3.0 л (352 л.с.),гибрид,АКПП,4WD,N/A,19 150 000,Москва
BMW 5-Series,1996,2.0 л (150 л.с.),бензин,механика,задний,320 200 км,480 000,Раздольное
BMW 5-Series,2008,2.5 л (218 л.с.),бензин,АКПП,задний,221 000 км,1 200 000,Рязань
BMW X5,2008,3.0 л (286 л.с.),дизель,АКПП,4WD,320 000 км,1 650 000,Ростов-на-Дону
BMW 5-Series,2013,2.0 л (184 л.с.),дизель,АКПП,задний,164 000 км,2 150 000,Москва
BMW X5,2001,3.0 л (231 л.с.),бензин,АКПП,4WD,310 000 км,1 100 000,Иркутск
BMW X5,2017,3.0 л (313 л.с.),дизель,АКПП,4WD,198 300 км,4 350 000,Сургут
BMW X3,2021,3.0 л (249 л.с.),дизель,АКПП,4WD,62 864 км,6 099 000,Санкт-Петербург
BMW 3-Series,2012,2.0 л (184 л.с.),бензин,АКПП,4WD,125 000 км,1 700 000,Новый Уренгой
BMW X6,2012,3.0 л (306 л.с.),бензин,АКПП,4WD,149 052 км,2 300 000,Краснодар
BMW 3-Series,2000,2.5 л (192 л.с.),бензин,механика,задний,300 000 км,500 000,Гагарин
BMW X5,2004,3.0 л (231 л.с.),бензин,АКПП,4WD,390 000 км,1 550 000,Юрга
BMW X3,2013,2.0 л (245 л.с.),бензин,АКПП,4WD,222 000 км,1 650 000,Новороссийск
BMW 1-Series,2011,1.6 л (170 л.с.),бензин,АКПП,задний,173 000 км,1 159 000,Новомосковск
BMW 5-Series,2020,2.0 л (190 л.с.),дизель,АКПП,задний,69 000 км,3 800 000,Белебей
BMW 5-Series,2012,2.0 л (184 л.с.),бензин,АКПП,задний,198 000 км,1 750 000,Краснодар
BMW 5-Series,2006,2.5 л (218 л.с.),бензин,АКПП,задний,200 000 км,1 260 000,Улан-Удэ
BMW X5,2021,4.4 л (625 л.с.),бензин,АКПП,4WD,57 177 км,11 750 000,Москва
BMW X6,2018,3.0 л (249 л.с.),дизель,АКПП,4WD,201 685 км,3 550 000,Санкт-Петербург
BMW 5-Series,2001,2.9 л (193 л.с.),дизель,АКПП,задний,500 000 км,690 000,Анапа
BMW X6,2011,3.0 л (245 л.с.),дизель,АКПП,4WD,220 000 км,2 300 000,Калининград
BMW 5-Series,2014,2.0 л (190 л.с.),дизель,АКПП,задний,210 800 км,1 799 000,Москва
BMW 4-Series,2014,2.0 л (184 л.с.),дизель,АКПП,4WD,252 875 км,1 830 000,Калининград
BMW X5,2010,3.0 л (306 л.с.),дизель,АКПП,4WD,255 000 км,2 250 000,Красноярск
BMW 3-Series,2008,2.0 л (156 л.с.),бензин,АКПП,задний,250 000 км,1 050 000,Калининград
BMW 5-Series,1996,2.0 л (150 л.с.),бензин,АКПП,задний,420 000 км,490 000,Калининград
BMW X5,2003,2.9 л (184 л.с.),дизель,АКПП,4WD,398 000 км,949 000,Арзамас
BMW X6,2008,3.0 л (306 л.с.),бензин,АКПП,4WD,247 000 км,1 800 000,Москва
BMW 5-Series,2018,2.0 л (190 л.с.),дизель,АКПП,4WD,103 500 км,3 700 000,Ростов-на-Дону
BMW 3-Series Gran Turismo,2013,2.0 л (184 л.с.),дизель,АКПП,4WD,115 893 км,1 975 000,Краснодар
BMW X2,2021,1.5 л (163 л.с.),автомат,4WD,57 900 км,N/A,3 650 000,Москва
BMW X7,2020,3.0 л (340 л.с.),гибрид,АКПП,4WD,125 000 км,9 900 000,Барнаул
BMW X5,2009,3.0 л (286 л.с.),дизель,АКПП,4WD,286 000 км,1 800 000,Новосибирск
BMW X5,2017,3.0 л (218 л.с.),дизель,АКПП,4WD,175 000 км,3 500 000,Иркутск
BMW 3-Series,2018,2.0 л (184 л.с.),бензин,АКПП,4WD,138 000 км,2 400 000,Москва
BMW X3,2008,3.0 л (272 л.с.),бензин,АКПП,4WD,177 800 км,1 200 000,Краснодар
BMW X6,2010,4.4 л (408 л.с.),бензин,АКПП,4WD,200 000 км,1 500 000,Абакан
BMW 5-Series,2004,3.0 л (218 л.с.),дизель,АКПП,задний,326 500 км,1 400 000,Тюмень
BMW X3,2012,2.0 л (184 л.с.),бензин,АКПП,4WD,206 000 км,1 219 000,Санкт-Петербург
BMW 5-Series,2001,2.5 л (192 л.с.),бензин,АКПП,задний,399 999 км,860 000,Видное
BMW 4-Series,2019,2.0 л (184 л.с.),бензин,АКПП,задний,78 000 км,3 150 000,Уссурийск
BMW X5,2015,3.0 л (249 л.с.),дизель,АКПП,4WD,219 000 км,3 750 000,Симферополь
BMW 3-Series,2016,автомат,157 000 км,N/A,N/A,N/A,2 100 000,Санкт-Петербург
BMW 3-Series,2017,2.0 л (184 л.с.),бензин,АКПП,4WD,235 000 км,1 830 000,Казань
BMW 5-Series,1994,2.5 л (192 л.с.),бензин,механика,задний,408 000 км,900 000,Москва
BMW 5-Series,2018,2.0 л (190 л.с.),дизель,АКПП,4WD,100 000 км,4 100 000,Ачинск
BMW 3-Series,2017,1.5 л (136 л.с.),бензин,АКПП,задний,123 000 км,1 580 000,Санкт-Петербург
BMW 3-Series,2018,2.0 л (184 л.с.),бензин,АКПП,задний,120 084 км,2 200 000,Борисоглебск
BMW X5,2010,3.0 л (245 л.с.),дизель,АКПП,4WD,250 000 км,2 500 000,Ангарск
BMW 3-Series,2015,2.0 л (184 л.с.),бензин,АКПП,4WD,109 765 км,1 620 000,Екатеринбург
BMW X5,2018,3.0 л (265 л.с.),дизель,автомат,4WD,26 146 км,6 600 000,Владивосток
BMW 5-Series,2012,2.0 л (245 л.с.),бензин,АКПП,4WD,256 000 км,1 800 000,Сургут
BMW X5,2013,3.0 л (306 л.с.),бензин,АКПП,4WD,300 000 км,2 400 000,Братск
BMW X5,2007,4.8 л (355 л.с.),бензин,АКПП,4WD,209 000 км,1 550 000,Чита
BMW X2,2020,1.5 л (140 л.с.),бензин,робот,передний,45 874 км,3 330 000,Москва
BMW X2,2018,2.0 л (192 л.с.),бензин,АКПП,4WD,69 000 км,2 560 000,Москва
BMW X3,2021,2.0 л (190 л.с.),дизель,АКПП,4WD,49 000 км,5 775 000,Москва
BMW 8-Series,2021,3.0 л (340 л.с.),бензин,АКПП,4WD,44 200 км,7 390 000,Самара
BMW X1,2012,2.0 л (177 л.с.),дизель,АКПП,4WD,210 893 км,1 280 000,Москва
BMW X5,2020,3.0 л (394 л.с.),гибрид,автомат,73 500 км,N/A,6 690 000,Москва
BMW X3,2015,2.0 л (184 л.с.),бензин,АКПП,4WD,189 000 км,1 890 000,Мытищи
BMW 3-Series,1991,1.6 л (99 л.с.),бензин,механика,задний,455 000 км,455 000,Калининград
BMW 3-Series,1990,1.6 л (99 л.с.),бензин,механика,задний,350 000 км,3 000 000,Калининград
BMW 5-Series,2019,2.0 л (190 л.с.),дизель,АКПП,4WD,69 269 км,4 100 000,Москва
BMW 5-Series,1997,2.5 л (170 л.с.),бензин,АКПП,задний,450 000 км,730 000,Тюмень
BMW 5-Series,2016,2.0 л (184 л.с.),бензин,АКПП,задний,290 407 км,1 597 000,Тверь
BMW 3-Series,2000,1.9 л (118 л.с.),бензин,механика,задний,238 000 км,335 000,Щёлково
BMW 5-Series,2013,2.0 л (184 л.с.),дизель,АКПП,задний,240 000 км,1 700 000,Краснодар
BMW X5,2008,3.0 л (286 л.с.),дизель,АКПП,4WD,310 000 км,2 400 000,Дивное
BMW 5-Series,2018,2.0 л (190 л.с.),дизель,АКПП,задний,96 389 км,3 745 000,Минеральные Воды
BMW X4,2019,3.0 л (326 л.с.),дизель,АКПП,4WD,128 301 км,5 700 000,Воронеж
BMW 5-Series,2022,2.0 л (184 л.с.),бензин,АКПП,задний,19 000 км,5 100 000,Москва
BMW X6,2010,3.0 л (306 л.с.),бензин,АКПП,4WD,187 000 км,2 100 000,Владикавказ
BMW 5-Series,2017,3.0 л (340 л.с.),бензин,АКПП,4WD,190 000 км,3 999 000,Тюмень
BMW 5-Series,2004,3.0 л (231 л.с.),бензин,АКПП,задний,400 000 км,750 000,Лобня
BMW 5-Series,2016,2.0 л (218 л.с.),дизель,АКПП,4WD,180 000 км,2 000 000,Москва
BMW X4,2020,3.0 л (340 л.с.),дизель,автомат,4WD,62 835 км,6 400 000,Москва
BMW 3-Series,2014,2.0 л (184 л.с.),бензин,АКПП,4WD,89 380 км,2 350 000,Нижний Новгород
BMW X1,2024,2.0 л (204 л.с.),бензин,робот,4WD,16 000 км,4 800 000,Екатеринбург
BMW X5,2004,3.0 л (218 л.с.),дизель,АКПП,4WD,600 000 км,1 200 000,Выселки
BMW X5,2020,2.0 л (231 л.с.),дизель,АКПП,4WD,125 060 км,5 200 000,Москва
BMW X6,2014,3.0 л (245 л.с.),дизель,АКПП,4WD,165 500 км,3 250 000,Краснодар
BMW 5-Series,2004,2.5 л (192 л.с.),бензин,АКПП,задний,1 км,870 000,Орск
BMW X6,2018,3.0 л (249 л.с.),дизель,АКПП,4WD,141 920 км,3 848 000,Москва
BMW 3-Series,1999,1.9 л (118 л.с.),бензин,механика,задний,350 000 км,575 000,Красногорский
BMW X5,2007,4.8 л (355 л.с.),бензин,АКПП,4WD,264 000 км,1 450 000,Нижневартовск
BMW X7,2021,3.0 л (340 л.с.),гибрид,АКПП,4WD,67 935 км,8 950 000,Москва
BMW X5,2007,3.0 л (272 л.с.),бензин,АКПП,4WD,161 000 км,1 500 000,Евпатория
BMW 3-Series,1988,1.8 л (90 л.с.),бензин,механика,задний,200 000 км,170 000,Санкт-Петербург
BMW X7,2020,3.0 л (249 л.с.),дизель,АКПП,4WD,15 200 км,10 300 000,Москва
BMW 5-Series,2011,3.0 л (258 л.с.),дизель,АКПП,4WD,290 000 км,1 400 000,Пенза
BMW 5-Series,2006,2.5 л (218 л.с.),бензин,АКПП,задний,300 000 км,1 400 000,Нижний Новгород
BMW 3-Series,1998,1.6 л (102 л.с.),бензин,механика,задний,373 000 км,410 000,Оренбург
BMW X3,2020,2.0 л (184 л.с.),бензин,АКПП,4WD,59 288 км,4 380 000,Москва
BMW X6,2009,3.0 л (306 л.с.),бензин,АКПП,4WD,275 000 км,1 800 000,Муром
BMW X5,2006,3.0 л (231 л.с.),бензин,АКПП,4WD,294 000 км,1 200 000,Новосибирск
BMW 3-Series,2019,2.0 л (190 л.с.),дизель,АКПП,4WD,123 000 км,3 200 000,Смоленск
BMW 6-Series,2008,4.8 л (367 л.с.),бензин,АКПП,задний,97 000 км,2 600 000,Санкт-Петербург
BMW X6,2016,3.0 л (313 л.с.),дизель,АКПП,4WD,119 716 км,4 100 000,Москва
BMW X5,2015,4.4 л (575 л.с.),бензин,АКПП,4WD,173 590 км,3 800 000,Москва
BMW X7,2021,3.0 л (249 л.с.),дизель,АКПП,4WD,80 700 км,9 300 000,Москва
BMW 3-Series,2014,2.0 л (184 л.с.),бензин,АКПП,задний,73 000 км,222 555,Новороссийск
BMW 3-Series,2021,3.0 л (286 л.с.),дизель,АКПП,4WD,46 000 км,4 500 000,Судак
BMW 3-Series,2001,2.5 л (192 л.с.),бензин,АКПП,4WD,332 000 км,622 000,Екатеринбург
