Title,Year,Engine,Fuel,Transmission,Drive,Mileage,Price,Location
BMW X3,2015,2.0 л (184 л.с.),бензин,АКПП,4WD,88 377 км,2 448 000,Казань
BMW X1,2011,2.0 л (150 л.с.),бензин,АКПП,задний,N/A,1 097 000,Стерлитамак
BMW 3-Series,2012,2.0 л (184 л.с.),бензин,АКПП,4WD,199 000 км,1 620 000,Нижний Новгород
BMW 3-Series,2021,2.0 л (190 л.с.),дизель,АКПП,4WD,61 799 км,4 498 000,Волгоград
BMW X5,2019,3.0 л (340 л.с.),бензин,АКПП,4WD,140 557 км,5 500 000,Екатеринбург
BMW M5,2019,4.4 л (625 л.с.),бензин,АКПП,4WD,77 299 км,7 950 000,Химки
BMW X3,2014,2.0 л (245 л.с.),бензин,АКПП,4WD,205 000 км,2 100 000,Раменское
BMW 5-Series,2018,3.0 л (340 л.с.),бензин,АКПП,4WD,125 000 км,4 200 000,Ростов-на-Дону
BMW 5-Series,2021,2.0 л (252 л.с.),бензин,АКПП,4WD,83 500 км,5 150 000,Москва
BMW X1,2020,2.0 л (192 л.с.),бензин,АКПП,4WD,108 334 км,2 875 150,Москва
BMW 3-Series,2002,2.5 л (192 л.с.),бензин,механика,4WD,260 000 км,650 000,Сургут
BMW 5-Series,2017,2.0 л (190 л.с.),дизель,АКПП,4WD,180 км,3 800 000,Барнаул
BMW X5,2021,3.0 л (286 л.с.),дизель,АКПП,4WD,74 500 км,8 500 000,Гвардейское
BMW 3-Series,2019,2.0 л (150 л.с.),дизель,АКПП,задний,210 000 км,1 750 000,Москва
BMW 5-Series,1988,2.5 л (170 л.с.),бензин,механика,задний,224 000 км,449 000,Ессентуки
BMW X5,2024,3.0 л (298 л.с.),дизель,АКПП,4WD,23 159 км,12 490 000,Санкт-Петербург
BMW X3,2025,2.0 л (258 л.с.),бензин,АКПП,4WD,66 км,7 300 000,Казань
BMW 6-Series Gran Turismo,2022,3.0 л (249 л.с.),дизель,АКПП,4WD,125 316 км,6 290 000,Санкт-Петербург
BMW X3,2019,2.0 л (190 л.с.),дизель,АКПП,4WD,180 804 км,3 790 000,Москва
BMW XM,2024,4.4 л (748 л.с.),гибрид,автомат,4WD,26 300 км,23 800 000,Москва
BMW X6,2011,3.0 л (245 л.с.),дизель,АКПП,4WD,177 616 км,2 235 000,Иркутск
BMW X3,2015,3.0 л (249 л.с.),дизель,АКПП,4WD,203 000 км,3 000 000,Москва
BMW X3,2015,3.0 л (249 л.с.),дизель,АКПП,4WD,128 000 км,3 000 000,Новосибирск
BMW X3,2019,2.0 л (190 л.с.),дизель,АКПП,4WD,82 500 км,3 950 000,Воткинск
BMW X6,2020,3.0 л (249 л.с.),дизель,АКПП,4WD,166 100 км,6 900 000,Москва
BMW 3-Series,2021,3.0 л (387 л.с.),бензин,АКПП,4WD,119 000 км,5 250 000,Москва
BMW X5,2007,3.0 л (235 л.с.),дизель,АКПП,4WD,356 000 км,1 350 000,Домодедово
BMW X5,2019,3.0 л (265 л.с.),дизель,АКПП,4WD,94 000 км,6 300 000,Миасс
BMW 3-Series,2003,2.5 л (192 л.с.),бензин,АКПП,задний,340 000 км,650 000,Нижний Тагил
BMW X6,2008,3.0 л (306 л.с.),бензин,АКПП,4WD,251 000 км,1 775 000,Курган
BMW 3-Series,2014,2.0 л (184 л.с.),бензин,АКПП,4WD,115 000 км,1 749 000,Москва
BMW 5-Series,2015,2.0 л (245 л.с.),бензин,АКПП,4WD,172 801 км,1 899 000,Москва
BMW 3-Series,2015,2.0 л (184 л.с.),бензин,АКПП,4WD,198 000 км,2 300 000,Краснодар
BMW X3,2014,2.0 л (245 л.с.),бензин,АКПП,4WD,137 000 км,1 749 000,Москва
BMW X5,2013,3.0 л (245 л.с.),дизель,АКПП,4WD,172 000 км,2 059 000,Москва
BMW 3-Series,2015,2.0 л (184 л.с.),бензин,АКПП,4WD,121 000 км,1 899 000,Москва
BMW X5,2012,3.0 л (306 л.с.),бензин,АКПП,4WD,154 358 км,1 924 000,Москва
BMW X5,2008,4.8 л (355 л.с.),бензин,АКПП,4WD,373 000 км,1 300 000,Челябинск
BMW 5-Series,2012,2.0 л (245 л.с.),бензин,АКПП,4WD,160 000 км,1 479 000,Москва
BMW X5,2019,4.4 л (462 л.с.),бензин,АКПП,4WD,99 893 км,6 377 000,Пермь
BMW X5,2017,3.0 л (249 л.с.),дизель,АКПП,4WD,120 003 км,4 390 000,Москва
BMW X5,2007,4.8 л (355 л.с.),бензин,АКПП,4WD,400 000 км,1 000 000,Нальчик
BMW 3-Series,2012,2.0 л (184 л.с.),бензин,АКПП,4WD,238 000 км,2 050 000,Аргаяш
BMW 5-Series,2020,3.0 л (286 л.с.),дизель,АКПП,4WD,66 800 км,6 850 000,Новосибирск
BMW X5,2021,3.0 л (286 л.с.),дизель,АКПП,4WD,115 096 км,7 299 000,Ярославль
BMW 5-Series,2005,3.0 л (258 л.с.),бензин,АКПП,задний,350 000 км,999 000,Ростов-на-Дону
BMW 2-Series,2016,3.0 л (326 л.с.),бензин,АКПП,4WD,98 000 км,2 998 000,Краснодар
BMW 6-Series,2012,4.4 л (407 л.с.),бензин,АКПП,задний,104 903 км,2 290 000,Лабинск
BMW X5,2004,3.0 л (225 л.с.),бензин,механика,4WD,277 000 км,1 000 000,Салават
BMW X5,2013,4.4 л (450 л.с.),бензин,АКПП,4WD,143 000 км,2 380 000,Новосибирск
BMW 7-Series,2012,3.0 л (306 л.с.),дизель,АКПП,задний,250 000 км,2 400 000,Тюмень
BMW 5-Series,2017,2.0 л (249 л.с.),бензин,АКПП,4WD,65 211 км,3 850 000,Москва
BMW X1,2017,2.0 л (192 л.с.),бензин,автомат,4WD,103 832 км,2 709 000,Казань
BMW 2-Series Active Tourer,2014,1.5 л (136 л.с.),бензин,АКПП,передний,83 000 км,1 230 000,Новосибирск
BMW 7-Series,2006,3.0 л (231 л.с.),дизель,АКПП,задний,240 000 км,520 000,Москва
BMW 4-Series,2021,2.0 л (184 л.с.),бензин,АКПП,задний,69 518 км,5 845 000,Москва
BMW 7-Series,2001,4.4 л (333 л.с.),бензин,АКПП,задний,200 000 км,550 000,Астрахань
BMW 7-Series,2011,3.0 л (306 л.с.),дизель,АКПП,4WD,273 185 км,1 599 000,Москва
BMW X2,2018,2.0 л (231 л.с.),бензин,АКПП,4WD,87 426 км,2 380 000,Санкт-Петербург
BMW X3,2018,2.0 л (190 л.с.),дизель,АКПП,4WD,160 104 км,3 110 000,Москва
BMW 7-Series,2012,3.0 л (320 л.с.),бензин,АКПП,4WD,178 000 км,1 950 000,Москва
BMW X4,2023,2.0 л (184 л.с.),бензин,АКПП,4WD,28 000 км,6 500 000,Москва
BMW X5,2004,3.0 л (231 л.с.),бензин,АКПП,4WD,340 000 км,750 000,Брянск
BMW X5,2015,2.0 л (245 л.с.),гибрид,АКПП,4WD,170 000 км,2 950 000,Хабаровск
BMW 3-Series,2007,2.0 л (150 л.с.),бензин,АКПП,задний,180 000 км,700 000,Санкт-Петербург
BMW X7,2020,3.0 л (340 л.с.),гибрид,АКПП,4WD,117 500 км,6 400 000,Москва
BMW 5-Series,2019,3.0 л (249 л.с.),дизель,АКПП,4WD,112 271 км,4 697 000,Москва
BMW X1,2011,2.0 л (150 л.с.),бензин,АКПП,задний,185 000 км,1 250 000,Улан-Удэ
BMW X1,2011,2.0 л (150 л.с.),бензин,АКПП,задний,218 000 км,1 150 000,Ачинск
BMW M3,2021,3.0 л (510 л.с.),бензин,АКПП,задний,27 970 км,9 595 000,Красноярск
BMW 3-Series,2013,2.0 л (184 л.с.),дизель,АКПП,задний,290 000 км,1 300 000,Кострома
BMW X1,2020,2.0 л (192 л.с.),бензин,АКПП,4WD,72 000 км,3 960 000,Железногорск
BMW X3,2025,2.0 л (258 л.с.),бензин,АКПП,4WD,26 км,6 420 000,Краснодар
BMW 1-Series,2013,1.6 л (136 л.с.),бензин,АКПП,задний,175 000 км,1 000 000,Калининград
BMW 3-Series,2002,2.2 л (170 л.с.),бензин,АКПП,задний,331 000 км,880 000,Старотитаровская
BMW X5,2015,3.0 л (249 л.с.),дизель,АКПП,4WD,203 000 км,3 525 000,Иркутск
BMW X5,2007,4.8 л (355 л.с.),бензин,АКПП,4WD,235 000 км,1 335 000,Махачкала
BMW X1,2009,3.0 л (258 л.с.),бензин,АКПП,4WD,62 000 км,1 900 000,Барнаул
BMW X3,2004,3.0 л (231 л.с.),бензин,АКПП,4WD,330 000 км,719 000,Вологда
BMW 3-Series,2001,2.0 л (143 л.с.),бензин,АКПП,задний,340 000 км,500 000,Архипо-Осиповка
BMW X6,2016,3.0 л (381 л.с.),дизель,АКПП,4WD,106 056 км,4 400 000,Москва
BMW 5-Series,2014,2.0 л (245 л.с.),бензин,АКПП,4WD,210 000 км,2 100 000,Магнитогорск
BMW 3-Series,2017,1.5 л (136 л.с.),бензин,АКПП,задний,90 000 км,1 900 000,Барнаул
BMW X5,2015,3.0 л (313 л.с.),дизель,АКПП,4WD,328 000 км,3 200 000,Москва
BMW X4,2019,3.0 л (249 л.с.),дизель,АКПП,4WD,170 634 км,4 550 000,Санкт-Петербург
BMW 5-Series,2019,3.0 л (265 л.с.),дизель,АКПП,4WD,94 500 км,4 850 000,Москва
BMW 5-Series,2018,3.0 л (265 л.с.),дизель,АКПП,4WD,190 000 км,2 950 000,Санкт-Петербург
BMW 5-Series,2011,3.0 л (258 л.с.),бензин,АКПП,задний,250 000 км,1 860 000,Краснодар
BMW X2,2025,2.0 л (300 л.с.),бензин,робот,4WD,N/A,7 390 000,Москва
BMW X2,2025,2.0 л (204 л.с.),бензин,робот,4WD,N/A,6 400 000,Москва
BMW X3,2025,2.0 л (190 л.с.),бензин,АКПП,4WD,N/A,6 790 000,Москва
BMW X2,2025,2.0 л (204 л.с.),бензин,робот,4WD,N/A,6 450 000,Москва
BMW X6,2011,4.4 л (563 л.с.),бензин,автомат,4WD,111 000 км,2 500 000,Тюмень
BMW X5,2001,3.0 л (231 л.с.),бензин,АКПП,4WD,370 000 км,850 000,Белокуриха
BMW 8-Series,2021,3.0 л (340 л.с.),бензин,АКПП,задний,37 000 км,8 000 000,Чита
BMW X3,2004,3.0 л (204 л.с.),дизель,АКПП,4WD,194 000 км,670 000,Нижний Новгород
BMW X5,2001,3.0 л (231 л.с.),бензин,АКПП,4WD,300 000 км,439 000,Нижний Тагил
BMW X1,2022,2.0 л (192 л.с.),бензин,робот,передний,29 000 км,3 700 000,Санкт-Петербург
BMW X6,2016,3.0 л (313 л.с.),дизель,АКПП,4WD,78 000 км,4 400 000,Санкт-Петербург
BMW X5,2007,3.0 л (272 л.с.),бензин,АКПП,4WD,191 000 км,1 300 000,Кемерово
