Title,Year,Engine,Fuel,Transmission,Drive,Mileage,Price,Location
BMW i3,2016,0.6 л (34 л.с.),гибрид,АКПП,задний,72 416 км,1 052 000,Минск
BMW X5,2015,3.0 л (258 л.с.),дизель,АКПП,4WD,253 700 км,2 253 000,Минск
BMW 5-Series,2011,2.5 л (204 л.с.),бензин,АКПП,задний,150 000 км,1 980 000,Красноярск
BMW X1,2019,1.5 л (140 л.с.),бензин,робот,передний,78 700 км,1 650 000,Япония→Владивосток
BMW X5,2008,3.0 л (235 л.с.),дизель,АКПП,4WD,270 000 км,1 750 000,Новосибирск
BMW 5-Series,2021,2.0 л (294 л.с.),гибрид,автомат,задний,99 800 км,3 682 000,Минск
BMW 3-Series,2017,1.5 л (136 л.с.),бензин,АКПП,задний,85 000 км,1 825 000,Кемерово
BMW X5,2008,3.0 л (272 л.с.),бензин,АКПП,4WD,293 785 км,1 259 000,Кемерово
BMW 5-Series,2010,3.0 л (258 л.с.),бензин,АКПП,задний,300 000 км,2 000 000,Екатеринбург
BMW X3,2021,2.0 л (184 л.с.),гибрид,АКПП,4WD,43 000 км,5 300 000,Иркутск
BMW 3-Series,2017,1.5 л (136 л.с.),бензин,АКПП,задний,43 457 км,1 850 000,Лесозаводск
BMW 3-Series,2012,2.0 л (184 л.с.),бензин,АКПП,4WD,255 000 км,1 539 000,Кемерово
BMW X5,2012,3.0 л (245 л.с.),дизель,АКПП,4WD,316 060 км,2 300 000,Красноярск
BMW X5,2008,3.0 л (272 л.с.),бензин,АКПП,4WD,250 000 км,1 550 000,Новосибирск
BMW X3,2012,2.0 л (184 л.с.),бензин,АКПП,4WD,202 000 км,1 347 000,Красноярск
BMW 5-Series,2014,2.0 л (184 л.с.),бензин,АКПП,задний,109 000 км,3 299 900,Абакан
BMW X6,2020,3.0 л (340 л.с.),бензин,АКПП,4WD,136 000 км,7 999 000,Барнаул
BMW X5,2017,3.0 л (249 л.с.),дизель,АКПП,4WD,185 544 км,3 897 000,Барнаул
BMW 4-Series,2023,2.0 л (258 л.с.),бензин,АКПП,задний,34 000 км,10 208 000,Минск
BMW X5,2011,3.0 л (245 л.с.),дизель,АКПП,4WD,255 753 км,1 950 000,Красноярск
BMW 5-Series,2010,3.0 л (204 л.с.),дизель,АКПП,задний,231 276 км,2 150 000,Новосибирск
BMW 5-Series,2021,2.0 л (252 л.с.),бензин,АКПП,задний,167 000 км,4 000 000,Санкт-Петербург
BMW 5-Series,2013,2.0 л (218 л.с.),дизель,АКПП,4WD,250 000 км,1 427 000,Витебск
BMW X1,2019,1.5 л (140 л.с.),бензин,робот,передний,48 610 км,1 960 000,Чита
BMW X5,2004,4.4 л (320 л.с.),бензин,АКПП,4WD,300 000 км,950 000,Чита
BMW X1,2016,1.5 л (136 л.с.),бензин,АКПП,передний,110 000 км,1 860 000,Находка
BMW 5-Series,2012,3.0 л (306 л.с.),бензин,АКПП,4WD,213 213 км,2 365 000,Краснодар
BMW X5,2022,3.0 л (286 л.с.),дизель,АКПП,4WD,69 000 км,7 850 000,Иркутск
BMW X5,2009,3.0 л (272 л.с.),бензин,АКПП,4WD,259 000 км,1 585 000,Улан-Удэ
BMW X1,2018,1.5 л (140 л.с.),бензин,робот,передний,92 000 км,2 150 000,Благовещенск
BMW X5,2021,3.0 л (249 л.с.),дизель,АКПП,4WD,60 000 км,8 900 000,Сургут
BMW 5-Series,2012,2.0 л (184 л.с.),бензин,АКПП,задний,190 149 км,1 667 000,Барнаул
BMW X5,2021,3.0 л (340 л.с.),бензин,АКПП,4WD,14 000 км,8 700 000,Владивосток
BMW 2-Series Active Tourer,2018,1.5 л (136 л.с.),бензин,АКПП,передний,62 000 км,970 000,Япония→Владивосток
BMW 2-Series Gran Tourer,2016,1.5 л (136 л.с.),бензин,АКПП,передний,77 500 км,1 049 000,Япония→Владивосток
BMW 5-Series,2020,2.0 л (252 л.с.),бензин,АКПП,задний,87 000 км,4 200 000,Владивосток
BMW X5,2023,3.0 л (381 л.с.),бензин,АКПП,4WD,19 000 км,10 900 000,Сургут
BMW 5-Series,2016,2.0 л (245 л.с.),бензин,АКПП,4WD,164 000 км,2 325 000,Новосибирск
BMW 5-Series,2019,2.0 л (249 л.с.),бензин,АКПП,4WD,79 000 км,4 700 000,Уссурийск
BMW 5-Series,2018,2.0 л (249 л.с.),бензин,автомат,задний,103 185 км,3 149 000,Хабаровск
BMW X5,2014,3.0 л (306 л.с.),бензин,АКПП,4WD,186 000 км,3 600 000,Владивосток
BMW 5-Series,2017,3.0 л (340 л.с.),бензин,АКПП,4WD,79 000 км,4 700 000,Владивосток
BMW X3,2019,2.0 л (190 л.с.),дизель,АКПП,4WD,81 000 км,2 700 000,Владивосток
BMW X1,2025,2.0 л (204 л.с.),бензин,робот,4WD,N/A,6 149 900,Екатеринбург
BMW 3-Series,2018,2.0 л (252 л.с.),бензин,АКПП,задний,142 000 км,1 650 000,Махачкала
BMW X7,2021,3.0 л (340 л.с.),гибрид,АКПП,4WD,27 500 км,8 500 000,Благовещенск
BMW 5-Series Gran Turismo,2009,3.0 л (306 л.с.),бензин,АКПП,задний,220 000 км,1 050 000,Красноярск
BMW X7,2021,3.0 л (340 л.с.),гибрид,АКПП,4WD,23 174 км,10 000 000,Сочи
BMW X5,2019,3.0 л (265 л.с.),дизель,АКПП,4WD,107 182 км,6 500 000,Краснодар
BMW X4,2020,3.0 л (340 л.с.),дизель,автомат,4WD,100 000 км,5 855 000,Симферополь
BMW X5,2023,3.0 л (286 л.с.),дизель,АКПП,4WD,4 410 км,11 888 000,Санкт-Петербург
BMW 5-Series,2020,2.0 л (190 л.с.),дизель,АКПП,4WD,144 460 км,3 000 000,Химки
BMW M5,2022,4.4 л (635 л.с.),бензин,АКПП,4WD,21 497 км,14 900 000,Москва
BMW 5-Series,2015,3.0 л (258 л.с.),дизель,АКПП,4WD,148 554 км,2 391 885,Санкт-Петербург
BMW 5-Series,2018,2.0 л (249 л.с.),бензин,АКПП,4WD,142 267 км,3 269 000,Санкт-Петербург
BMW 5-Series Gran Turismo,2011,3.0 л (245 л.с.),дизель,АКПП,4WD,318 123 км,1 890 000,Казань
BMW 5-Series,2020,3.0 л (249 л.с.),дизель,АКПП,4WD,133 000 км,4 200 000,Челябинск
BMW X4,2023,2.0 л (184 л.с.),бензин,АКПП,4WD,22 255 км,7 400 000,Тюмень
BMW X5,2006,4.4 л (320 л.с.),бензин,АКПП,4WD,253 051 км,1 535 000,Тюмень
BMW X6,2010,4.4 л (407 л.с.),бензин,АКПП,4WD,257 000 км,1 680 000,Сочи
BMW 5-Series,2018,2.0 л (252 л.с.),бензин,АКПП,задний,105 000 км,2 190 000,Махачкала
BMW X5,2018,3.0 л (249 л.с.),дизель,АКПП,4WD,195 000 км,3 850 000,Краснодар
BMW 7-Series,2014,3.0 л (258 л.с.),дизель,АКПП,4WD,270 000 км,1 750 000,Волгоград
BMW 3-Series,2001,1.9 л (118 л.с.),бензин,АКПП,задний,350 000 км,630 000,Барнаул
BMW 1-Series,2015,1.6 л (136 л.с.),бензин,АКПП,задний,64 000 км,1 250 000,Владивосток
BMW X5,2025,3.0 л (352 л.с.),дизель,АКПП,4WD,N/A,16 750 000,Москва
BMW X5,2007,4.8 л (355 л.с.),бензин,АКПП,4WD,270 355 км,1 300 000,Усть-Катав
BMW 5-Series,2016,2.0 л (184 л.с.),бензин,АКПП,задний,230 000 км,1 990 000,Пермь
BMW X5,2008,3.0 л (235 л.с.),дизель,АКПП,4WD,298 000 км,2 100 000,Тула
BMW 5-Series,2013,2.0 л (184 л.с.),бензин,АКПП,задний,290 000 км,1 450 000,Волгодонск
BMW X3,2025,2.0 л (197 л.с.),дизель,автомат,4WD,4 500 км,8 598 000,Нижний Новгород
BMW X5,2020,3.0 л (400 л.с.),дизель,АКПП,4WD,113 624 км,7 980 000,Нижний Новгород
BMW 3-Series,2006,2.5 л (218 л.с.),бензин,АКПП,4WD,312 000 км,1 100 000,Красноярск
BMW X5,2026,3.0 л (298 л.с.),дизель,АКПП,4WD,N/A,16 790 000,Москва
BMW 6-Series,2012,4.4 л (407 л.с.),бензин,АКПП,4WD,40 000 км,2 700 000,Москва
BMW X5,2007,3.0 л (235 л.с.),дизель,АКПП,4WD,315 000 км,1 850 000,Нижнебаканская
BMW 3-Series Gran Turismo,2018,2.0 л (190 л.с.),дизель,автомат,4WD,124 754 км,3 100 000,Люберцы
BMW 1-Series,2018,1.5 л (136 л.с.),бензин,АКПП,задний,85 500 км,1 817 777,Челябинск
BMW X6,2008,3.0 л (306 л.с.),бензин,АКПП,4WD,3 250 км,1 850 000,Омск
BMW 3-Series,2020,2.0 л (258 л.с.),бензин,АКПП,задний,149 000 км,3 490 000,Екатеринбург
BMW X6,2011,3.0 л (306 л.с.),бензин,АКПП,4WD,248 162 км,1 395 000,Пермь
BMW 3-Series,2009,2.5 л (218 л.с.),бензин,АКПП,задний,345 272 км,1 089 000,Тюмень
BMW 5-Series,2018,2.0 л (190 л.с.),дизель,АКПП,4WD,85 000 км,3 330 000,Магнитогорск
BMW 7-Series,2017,2.0 л (258 л.с.),гибрид,АКПП,задний,72 025 км,4 000 000,Иркутск
BMW X6,2013,3.0 л (306 л.с.),бензин,АКПП,4WD,198 000 км,2 300 000,Краснодар
BMW X3,2015,2.0 л (184 л.с.),бензин,АКПП,4WD,87 000 км,2 700 000,Екатеринбург
BMW X6,2010,3.0 л (306 л.с.),бензин,АКПП,4WD,298 000 км,1 600 000,Новокузнецк
BMW X3,2018,2.0 л (249 л.с.),бензин,АКПП,4WD,99 000 км,4 300 000,Новосибирск
BMW X5,2009,3.0 л (235 л.с.),дизель,АКПП,4WD,133 750 км,3 000 000,Началово
BMW X1,2019,2.0 л (192 л.с.),бензин,АКПП,4WD,110 659 км,2 797 000,Тверь
BMW 5-Series,2009,2.5 л (218 л.с.),бензин,АКПП,задний,147 000 км,1 550 000,Сургут
BMW X2,2025,2.0 л (300 л.с.),бензин,робот,4WD,N/A,7 300 000,Москва
BMW X3,2007,2.5 л (218 л.с.),бензин,АКПП,4WD,394 000 км,950 000,Челябинск
BMW 7-Series,2016,3.0 л (265 л.с.),дизель,АКПП,4WD,163 189 км,2 945 150,Москва
BMW X5,2010,3.0 л (306 л.с.),бензин,АКПП,4WD,267 000 км,1 690 000,Пятигорск
BMW X3,2010,2.0 л (177 л.с.),дизель,АКПП,4WD,246 000 км,1 050 000,Тольятти
BMW 4-Series,2014,2.0 л (184 л.с.),дизель,АКПП,задний,182 000 км,2 395 000,Краснодар
BMW X5,2007,4.8 л (355 л.с.),бензин,АКПП,4WD,240 000 км,1 700 000,Барнаул
BMW X5,2017,3.0 л (381 л.с.),дизель,АКПП,4WD,196 000 км,2 800 000,Красноярск
BMW 7-Series,1999,2.9 л (184 л.с.),дизель,АКПП,задний,310 000 км,900 000,Челябинск
BMW X5,2019,3.0 л (249 л.с.),дизель,АКПП,4WD,85 000 км,7 100 000,Пермь
BMW X6,2023,3.0 л (381 л.с.),бензин,АКПП,4WD,16 260 км,12 434 434,Москва
BMW X5,2009,3.0 л (235 л.с.),дизель,АКПП,4WD,300 000 км,1 799 900,Нижний Новгород
BMW X6,2023,3.0 л (340 л.с.),бензин,АКПП,4WD,9 000 км,10 500 000,Ростов-на-Дону
BMW X3,2012,2.0 л (184 л.с.),бензин,АКПП,4WD,250 000 км,1 500 000,Киров
BMW 1-Series,2008,2.0 л (156 л.с.),бензин,АКПП,задний,320 000 км,595 000,Санкт-Петербург
BMW X5,2009,3.0 л (272 л.с.),бензин,АКПП,4WD,220 000 км,1 670 000,Краснодар
BMW X3,2012,2.0 л (245 л.с.),бензин,АКПП,4WD,150 000 км,1 900 000,Москва
BMW X5,2012,3.0 л (306 л.с.),бензин,АКПП,4WD,208 000 км,2 180 000,Омск
BMW 7-Series,2023,3.0 л (286 л.с.),гибрид,АКПП,4WD,26 298 км,19 500 000,Краснодар
BMW X2,2025,2.0 л (300 л.с.),бензин,робот,4WD,N/A,7 300 000,Москва
BMW X1,2012,2.0 л (184 л.с.),бензин,АКПП,4WD,167 404 км,1 290 000,Калининград
BMW X7,2020,3.0 л (249 л.с.),дизель,АКПП,4WD,121 000 км,8 300 000,Ростов-на-Дону
BMW X5,2025,3.0 л (381 л.с.),бензин,АКПП,4WD,N/A,13 905 000,Москва
BMW X5,2004,4.4 л (320 л.с.),бензин,АКПП,4WD,210 км,1 200 000,Каменка
BMW X3,2005,3.0 л (231 л.с.),бензин,АКПП,4WD,233 000 км,900 000,Новосибирск
BMW X5,2013,3.0 л (249 л.с.),дизель,АКПП,4WD,265 000 км,3 050 000,Симферополь
BMW X1,2011,2.0 л (150 л.с.),бензин,АКПП,задний,258 000 км,1 000 000,Екатеринбург
BMW X5,2016,3.0 л (249 л.с.),дизель,АКПП,4WD,130 000 км,4 500 000,Ярославль
BMW X4,2015,2.0 л (190 л.с.),дизель,АКПП,4WD,315 000 км,2 150 000,Одинцово
BMW 4-Series,2025,2.0 л (184 л.с.),бензин,АКПП,задний,1 095 км,8 500 000,Краснодар
BMW X6,2018,3.0 л (249 л.с.),дизель,АКПП,4WD,137 000 км,4 250 000,Воронеж
BMW 7-Series,2008,4.4 л (407 л.с.),бензин,АКПП,задний,244 000 км,1 000 000,Уфа
BMW 5-Series,2007,2.5 л (218 л.с.),бензин,АКПП,задний,262 000 км,1 280 000,Смоленск
BMW 3-Series,2016,1.5 л (136 л.с.),бензин,АКПП,задний,75 000 км,1 900 000,Омск
BMW 3-Series,1992,1.6 л (99 л.с.),бензин,механика,задний,250 000 км,350 000,Новосибирск
BMW 7-Series,2006,4.8 л (367 л.с.),бензин,АКПП,задний,193 000 км,730 000,Хабаровск
BMW 5-Series,1997,2.0 л (150 л.с.),бензин,механика,задний,229 291 км,620 000,Кемерово
BMW 5-Series,2020,2.0 л (184 л.с.),гибрид,АКПП,4WD,140 000 км,4 500 000,Москва
BMW X3,2015,3.0 л (249 л.с.),дизель,АКПП,4WD,271 148 км,1 824 000,Воронеж
BMW X4,2016,3.0 л (306 л.с.),бензин,АКПП,4WD,92 000 км,3 200 000,Сочи
BMW 5-Series,2013,2.0 л (245 л.с.),бензин,АКПП,4WD,251 000 км,1 850 000,Санкт-Петербург
BMW X1,2014,2.0 л (150 л.с.),бензин,АКПП,задний,107 700 км,1 400 000,Волгоград
BMW i3,2019,184 л.с.,электро,АКПП,задний,47 440 км,4 000 000,Подольск
BMW X3,2014,2.0 л (184 л.с.),бензин,АКПП,4WD,197 000 км,2 150 000,Чебоксары
BMW 1-Series,2011,1.6 л (116 л.с.),бензин,АКПП,задний,259 068 км,850 000,Челябинск
BMW X3,2012,2.0 л (245 л.с.),бензин,АКПП,4WD,312 200 км,1 250 000,Санкт-Петербург
BMW X5,2015,3.0 л (313 л.с.),дизель,АКПП,4WD,392 000 км,3 750 000,Ростов-на-Дону
BMW 1-Series,2008,1.6 л (116 л.с.),бензин,АКПП,задний,186 000 км,770 000,Омск
BMW 5-Series,2001,2.2 л (170 л.с.),бензин,механика,задний,319 210 км,777 777,Казань
BMW 6-Series,2015,3.0 л (313 л.с.),дизель,АКПП,4WD,169 749 км,2 790 000,Пермь
BMW 7-Series,2020,3.0 л (340 л.с.),бензин,АКПП,задний,76 000 км,6 999 999,Брюховецкая
BMW 5-Series,1998,2.9 л (184 л.с.),дизель,АКПП,задний,419 000 км,750 000,Калининград
BMW 3-Series,2013,2.0 л (184 л.с.),дизель,АКПП,задний,217 000 км,1 500 000,Санкт-Петербург
BMW X3,2004,2.5 л (192 л.с.),бензин,АКПП,4WD,520 000 км,550 000,Пермь
BMW X6,2025,3.0 л (298 л.с.),дизель,АКПП,4WD,N/A,15 890 000,Москва
BMW X5,2017,3.0 л (313 л.с.),дизель,АКПП,4WD,180 000 км,4 537 000,Абакан
BMW 1-Series,2016,1.5 л (136 л.с.),бензин,АКПП,задний,53 000 км,1 900 000,Владивосток
BMW X5,2015,3.0 л (249 л.с.),дизель,АКПП,4WD,172 000 км,3 580 000,Кировск
BMW 3-Series,1994,1.6 л (99 л.с.),бензин,автомат,задний,300 000 км,100 000,Калининград
BMW 5-Series,2014,2.0 л (184 л.с.),бензин,АКПП,задний,184 000 км,2 650 000,Красноярск
BMW X3,2025,2.0 л (258 л.с.),бензин,АКПП,4WD,16 км,6 899 000,Яблоновский
BMW 3-Series,2013,2.0 л (184 л.с.),дизель,АКПП,задний,315 000 км,1 700 000,Москва
BMW X6,2011,3.0 л (306 л.с.),бензин,АКПП,4WD,281 000 км,1 900 000,Новосибирск
BMW 3-Series,2001,2.2 л (170 л.с.),бензин,механика,задний,370 000 км,599 900,Воронеж
BMW 5-Series,2004,2.5 л (192 л.с.),бензин,АКПП,задний,273 000 км,459 000,Мурманск
BMW 5-Series,2012,2.0 л (218 л.с.),дизель,АКПП,4WD,280 000 км,1 400 000,Троицкое
BMW X6,2017,3.0 л (249 л.с.),дизель,АКПП,4WD,73 000 км,4 699 000,Омск
BMW 5-Series,2002,2.5 л (192 л.с.),бензин,АКПП,задний,340 000 км,700 000,Югорск
BMW 3-Series,2013,2.0 л (184 л.с.),бензин,АКПП,4WD,167 000 км,1 750 000,Псков
BMW X5,2001,4.4 л (286 л.с.),бензин,АКПП,4WD,245 000 км,1 000 000,Чита
BMW X3,2015,2.0 л (245 л.с.),бензин,АКПП,4WD,176 000 км,2 100 000,Магнитогорск
BMW 5-Series,1998,2.5 л (170 л.с.),бензин,АКПП,задний,400 000 км,630 000,Нижний Тагил
BMW X6,2015,3.0 л (249 л.с.),дизель,АКПП,4WD,89 000 км,3 350 000,Челябинск
BMW X5,2015,3.0 л (218 л.с.),дизель,АКПП,4WD,172 806 км,2 815 400,Калуга
BMW X3,2015,2.0 л (184 л.с.),бензин,АКПП,4WD,122 000 км,2 340 000,Уфа
BMW X5,2004,4.4 л (320 л.с.),бензин,АКПП,4WD,78 000 км,1 000 000,Сургут
BMW X5,2024,3.0 л (298 л.с.),дизель,АКПП,4WD,N/A,15 700 000,Москва
BMW X4,2018,2.0 л (184 л.с.),бензин,АКПП,4WD,67 179 км,3 330 000,Казань
BMW X5,2026,4.4 л (625 л.с.),бензин,АКПП,4WD,N/A,24 990 000,Москва
BMW X6,2008,3.0 л (286 л.с.),дизель,АКПП,4WD,268 345 км,1 850 000,Мурманск
BMW X5,2025,3.0 л (381 л.с.),бензин,АКПП,4WD,N/A,15 900 000,Москва
BMW X2,2025,2.0 л (204 л.с.),бензин,робот,4WD,45 км,6 299 000,Яблоновский
BMW X5,2020,2.0 л (231 л.с.),дизель,АКПП,4WD,115 000 км,5 200 000,Красноярск
BMW 3-Series,2014,2.0 л (184 л.с.),дизель,АКПП,4WD,160 000 км,2 200 000,Челябинск
BMW X3,2007,3.0 л (272 л.с.),бензин,АКПП,4WD,130 000 км,2 000 000,Москва
BMW 1-Series,2010,1.6 л (116 л.с.),бензин,АКПП,задний,162 982 км,660 000,Уфа
BMW 5-Series,2005,2.5 л (218 л.с.),бензин,механика,задний,200 000 км,1 019 000,Нижний Новгород
BMW 7-Series,2015,3.0 л (320 л.с.),дизель,АКПП,4WD,157 215 км,5 100 000,Новосибирск
BMW X5,2008,3.0 л (235 л.с.),дизель,АКПП,4WD,339 000 км,1 750 000,Красноярск
BMW 5-Series,1988,2.5 л (170 л.с.),бензин,механика,задний,573 000 км,420 000,Озёрск
BMW X3,2007,2.5 л (218 л.с.),бензин,АКПП,4WD,260 000 км,1 050 000,Верхняя Пышма
BMW 3-Series,2008,3.0 л (306 л.с.),бензин,АКПП,задний,290 000 км,1 600 000,Благовещенск
BMW 1-Series,2010,1.6 л (116 л.с.),бензин,АКПП,задний,210 000 км,650 000,Нижний Новгород
BMW X6,2011,3.0 л (306 л.с.),бензин,АКПП,4WD,179 027 км,1 600 000,Сочи
BMW 7-Series,2003,4.4 л (333 л.с.),бензин,АКПП,задний,239 280 км,760 000,Лесной
BMW 5-Series,2001,2.5 л (192 л.с.),бензин,АКПП,задний,267 664 км,600 000,Нижневартовск
BMW X6,2012,3.0 л (306 л.с.),бензин,АКПП,4WD,285 000 км,1 950 000,Липецк
BMW 5-Series,2004,3.0 л (231 л.с.),бензин,АКПП,задний,345 000 км,1 300 000,Симферополь
BMW X5,2018,3.0 л (400 л.с.),дизель,АКПП,4WD,102 751 км,5 999 000,Уфа
BMW 3-Series,2008,2.0 л (170 л.с.),бензин,АКПП,задний,252 000 км,1 300 000,Воронеж
BMW 1-Series,2008,1.6 л (116 л.с.),бензин,АКПП,задний,186 000 км,799 999,Кропоткин
BMW 2-Series Active Tourer,2014,1.5 л (136 л.с.),бензин,АКПП,передний,98 863 км,1 150 000,Владивосток
BMW 7-Series,1990,5.0 л (299 л.с.),бензин,АКПП,задний,138 000 км,1 600 000,Москва
BMW 5-Series,2025,2.0 л (258 л.с.),бензин,АКПП,4WD,N/A,8 450 000,Москва
BMW X3,2012,3.0 л (313 л.с.),дизель,АКПП,4WD,176 216 км,2 099 000,Казань
BMW X1,2011,2.0 л (177 л.с.),дизель,АКПП,4WD,251 000 км,1 199 000,Кемерово
BMW 5-Series,2025,2.0 л (258 л.с.),бензин,АКПП,4WD,N/A,8 700 000,Москва
BMW X3,2025,2.0 л (258 л.с.),бензин,АКПП,4WD,N/A,7 489 000,Москва
BMW 1-Series,2019,1.5 л (140 л.с.),бензин,робот,передний,36 079 км,2 100 000,Владивосток
BMW 6-Series Gran Turismo,2021,2.0 л (190 л.с.),дизель,АКПП,4WD,99 997 км,4 735 000,Москва
BMW 2-Series Active Tourer,2015,1.5 л (136 л.с.),бензин,АКПП,передний,101 120 км,1 250 000,Барнаул
BMW i8,2017,1.5 л (231 л.с.),гибрид,АКПП,4WD,23 814 км,7 199 000,Сочи
BMW X5,2005,3.0 л (225 л.с.),бензин,АКПП,4WD,350 000 км,900 000,Воронеж
BMW X4,2021,2.0 л (249 л.с.),бензин,АКПП,4WD,125 450 км,4 292 800,Москва
BMW X4,2016,2.0 л (184 л.с.),бензин,АКПП,4WD,92 000 км,2 730 000,Петропавловск-Камчатский
BMW 1-Series,2010,1.6 л (116 л.с.),бензин,АКПП,задний,212 000 км,950 000,Красноярск
BMW 3-Series,2001,2.0 л (136 л.с.),дизель,механика,задний,460 000 км,500 000,Волгодонск
BMW 1-Series,2012,1.6 л (136 л.с.),бензин,АКПП,задний,199 900 км,1 195 000,Набережные Челны
BMW 1-Series,2013,1.6 л (136 л.с.),бензин,АКПП,задний,87 000 км,1 200 000,Красноярск
BMW X6,2010,3.0 л (306 л.с.),бензин,АКПП,4WD,198 000 км,1 850 000,Оренбург
BMW X5,2000,4.4 л (286 л.с.),бензин,АКПП,4WD,300 000 км,650 000,Красноярск
BMW X1,2011,2.0 л (150 л.с.),бензин,АКПП,задний,217 000 км,1 000 000,Саратов
BMW 5-Series,2020,2.0 л (249 л.с.),бензин,АКПП,4WD,104 000 км,4 500 000,Москва
BMW 5-Series,2005,2.5 л (177 л.с.),дизель,АКПП,задний,320 000 км,1 000 000,Симферополь
BMW X7,2023,3.0 л (340 л.с.),дизель,автомат,4WD,25 км,17 100 000,Москва
BMW 1-Series,2011,1.6 л (116 л.с.),бензин,АКПП,задний,247 488 км,654 070,Краснодар
BMW 3-Series,2002,2.2 л (170 л.с.),бензин,АКПП,задний,345 500 км,1 050 000,Краснодар
BMW 5-Series,2020,2.0 л (190 л.с.),дизель,АКПП,4WD,195 000 км,3 900 000,Туймазы
